text,review
"  Es una obra maestra, el desarrollo de personajes es tan bueno que podría haber una secuela de cada uno de ellos. En especial de Furiosa que rápidamente se ha convertido en las mejores heroínas de los 2000.",5
"  Probably the best action you can see in a film, and almost certainly the best action film in recent years. Despite a limited role for Tom Hardy as Max, he serves as the thread of the film though he is overshadowed by Charlize Theron as Furiosa who is de facto the main character and protagonist of this film. All round great film, shame it didn't do better at the box office.",4
  THE BEST MOVIE IN THE MOVIE HISTORY OF ALL TIME !!!!!!!!!!!!!!!!!!!,5
  THE BEST ACTION MOVIE IN DECADES!!!! A must watch for all cine fans.,5
  Over-hyped. Weak story. Weak characters. All CGI no soul.,0
"  Given the outstanding reviews I expected a much better movie than this. The entire movie is basically a ""car"" chase with no plot and no context. Sure, it's very spectacular and well-filmed but only that doesn't make a good movie. Disappointed.",2
"  Mad Max, Fury Road brings everything that we liked with the Mad Max franchise and puts it in a long, epic action movie.",4
"  Very simple story, but a case study in great filmaking in continuity and grand action.",4
"  Having never seen and of the other Mad Max films, I went into this blind on a random night with a buddy of mine. Within the first few minutes of them film I was absolutely blown away. Beautiful cinematography awed me and captivating characters made me wanting more. I only hope more comes of this new entry in the franchise.",5
  Absolutely gripping from start to finish - also stunning cinematography.,5
  Mad Max Fury Road (In den alten Teilen war Mel Gibson der Hauptdarsteller. In diesem ist es Tom Hardy der nicht überzeugt. Ein Science-Fiction Film mit ein paar Bildern die hängenbleiben),2
"  Mad Max: Fury Road - 4 out of 5- Great all out action film. Not much plot to this film it starts with action and never really stops if your looking for a Oscar type film this is not for you if you are looking for a visually beautiful, fast paced crazy out there action with big explosions This is for you I absolutely loved this film everyone should go see it on the big screen and buy it when it comes out.",4
"  Tom Hardy is great as Max and the car chases are awesome. If you wanna watch some Mad Max films then watch ""Mad Max 2: The Road Warrior"" (1981) and this one.",4
  A fun thrilling and Exiting film with great Action packed chases both Charlize Theron and Tom Hardy are great and This film was just a fun ride.,4
  Gripping from start to finish. Great visuals. An excellent addition to the series.,4
"  This is hands down one of my favorite movies of all time. If you have not seen it, then I highly recommend it! The actors were great, The costumes and cars used in this film were awesome. I am not really a fan of action films, but this one was awesome!",4
"  the fourth 'mad max' epic defies the usual run of jaunty, often cack-handed modern blockbusters. this uncompromising, raucous action outing approaches the bitter truth of survival without knavish quiver. it relies on visceral sensations (like the breathtaking barren landscape), amble stride and chase scenes shot with inimitable legerity. charlize theron is a simply fascinating personage and at her plaintive best. all these license the film reward for giving little thought to genre convention and its own barbaric uniqueness. prestige has been put back into action cinema.",0
  A masterpiece. George Millar raises the bar for his franchise and all action films. a two hour car chase that provides a remarkably feminist perspective. So much so that you might find yourself doing a reverses the Bechdel test.,0
"  Back in 2015, most people were excited about Star Wars: The Force Awakens. While the idea of a new mainline entry in the Star Wars series was a bit exciting to me, it could not compare to the excitement I had to see a new entry in the Mad Max series - the first since 1985's underrated Mad Max: Beyond Thunderdome (Nor could Star Wars compare to my excitement for Jurassic World). It had been 30 years, Max Rockatansky was played by a new actor, and we were off on a new trajectory despite the fine story arc laid out by the original trilogy. There were apprehensions and there were expectations, and by God, somehow this film managed to live up to those expectations. It not only stays true to the original trilogy, but it also modernizes itself for a new age, is strikingly progressive, and it is also the best action film I've seen this decade. As much fun as the Force Awakens was, Mad Max: Fury Road is how you bring a franchise back to life with roaring, glorious intensity. The action is superb, relying mostly on practical effects over CGI. The acting is superb, particularly with Tom Hardy taking on the legendary Max Rockatansky role and Charlize Theron as Imperator Furiosa. Not only does the film have thrilling action sequences, but the story is also surprisingly well written and intelligent, as well as having genuine moments of emotion as you become invested in their lives despite knowing little about their origins. It's a beautiful, breath-taking, thrill-a-minute, emotionally-charged, and overflowing with energy. If you're a true fan of action films, you owe yourself to watch Mad Max: Fury Road. It's not only the best action film of the decade, but one of the best films, period. This is how you reboot a franchise. It's a glorious masterpiece.",5
